0.064179112	0.32443002	0.78366795	1
0.16959335	0.42646247	0.77217278	1
0.28448361	0.35486715	0.79649734	1
-0.10870561	0.31577573	0.66013322	1
0.093171014	0.43020654	0.59592993	1
-0.0092135414	0.55037099	0.58926688	1
0.015065439	0.39597166	0.80109152	1
0.15984648	0.29874203	0.60403944	1
0.18571575	0.42297279	0.67595717	1
0.095196429	0.5190425	0.81019179	1
-0.056454351	0.43827782	0.79887937	1
0.11925582	0.48430291	0.7705919	1
0.273812	0.24096998	0.6203846	1
0.068903402	0.40658218	0.88968233	1
0.1982411	0.31533731	0.63516366	1
0.079578392	0.36461455	0.85607488	1
-0.0034545236	0.30993174	0.7416721	1
0.14220975	0.34266213	0.79255716	1
0.03075221	0.42689504	0.82302786	1
-0.045601194	0.27824544	0.74927166	1
0.22158455	0.46812414	0.73070476	1
-0.051210934	0.29325651	0.59807849	1
0.15032716	0.36761223	0.8310962	1
0.10927667	0.45772725	0.62407376	1
0.027301854	0.32517025	0.80159593	1
0.059877692	0.27820747	0.75903062	1
0.032507275	0.29567203	0.80100108	1
0.10180333	0.25360212	0.83736785	1
0.10561804	0.36811021	0.55516825	1
0.050913968	0.41254696	0.68744319	1
0.036384984	0.45167782	0.69754247	1
0.1931746	0.34288938	0.6997837	1
0.028318652	0.41302838	0.61599166	1
0.084984647	0.47535666	0.81031005	1
0.030507194	0.30188014	0.71269888	1
-0.014452005	0.25376025	0.7040946	1
0.070668222	0.34755376	0.67143366	1
0.24628591	0.35552654	0.70776585	1
0.058772106	0.39366699	0.68767184	1
0.0067604183	0.32663441	0.68843128	1
0.24040863	0.42852539	0.68233272	1
-0.031193877	0.39124481	0.6570481	1
-0.014365592	0.23320145	0.75535654	1
-0.017580529	0.22480055	0.89666	1
0.076918641	0.51828801	0.64968291	1
0.094347738	0.16702675	0.7200764	1
0.081307021	0.34282038	0.7710667	1
0.89666965	1.0722193	0.01151036	2
0.87161104	0.83562012	0.054987651	2
0.93018744	0.96297348	0.1978268	2
